"COURSEID","ENROLLED","GES","INSTRUCTOR","MAXENROLL","QUARTER","SECTION","STATUS"
"CMPSC    16  -1","17","","AGHAMOHAMMADI","75","20253","0100",""
"CMPSC    16  -1","13","","","38","20253","0101",""
"CMPSC    16  -1","4","","","37","20253","0102",""
"CMPSC    24  -1","16","","BOYLAND P","35","20253","0100",""
"CMPSC    24  -1","16","","","35","20253","0101",""
"CMPSC    40  -1","9","","MAJEDI M","35","20253","0100",""
"CMPSC    40  -1","9","","","35","20253","0101",""
"CMPSC    64  -1","17","","MATNI Z A","35","20253","0100",""
"CMPSC    64  -1","17","","","35","20253","0101",""
"CMPSC    99  -1","0","","","5","20253","0100",""
"CMPSC   111  -1","26","","GIBOU F G","35","20253","0100",""
"CMPSC   111  -1","26","","","35","20253","0101",""
"CMPSC   162  -1","14","","LIU JUNRUI","35","20253","0100",""
"CMPSC   162  -1","14","","","35","20253","0101",""
"CMPSC   192  -1","0","","","5","20253","0100",""
"CMPSC   193  -1","0","","","90","20253","0100",""
"CMPSC   196  -1","0","","","5","20253","0100",""
"CMPSC   199  -1","0","","","0","20253","0100",""
"CMPSC   596  -1","0","","","5","20253","0100",""
"CMPSC   597  -1","0","","","0","20253","0100",""
"CMPSC   598  -1","0","","","0","20253","0100",""
"CMPSC   599  -1","0","","","40","20253","0100",""
"ANTH      2  -1","80","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","WALSH C","80","20253","0100",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","LINVILLE D D","20","20253","0101",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","LINVILLE D D","20","20253","0102",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","LINVILLE D D","20","20253","0103",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","LINVILLE D D","20","20253","0104",""
"ANTH      2  -2","10","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","LINVILLE D D","20","20253","0200",""
"ANTH      3SS-1","2","D (L&S), NWC (L&S), D (ENGR), NWC (ENGR)","NOE S J","19","20253","0100",""
"ANTH      5  -1","58","C (L&S)","DAVISON R J","60","20253","0100",""
"ANTH      5  -1","15","C (L&S)","PARMEGGIANI C","15","20253","0101",""
"ANTH      5  -1","15","C (L&S)","PARMEGGIANI C","15","20253","0102",""
"ANTH      5  -1","15","C (L&S)","PARMEGGIANI C","15","20253","0103",""
"ANTH      5  -1","13","C (L&S)","PARMEGGIANI C","15","20253","0104",""
"ANTH     99  -1","0","","","10","20253","0100",""
"ANTH    102  -1","30","","SALDIVAR TANA","30","20253","0100",""
"ANTH    109  -1","30","D (ENGR), D (L&S)","DEAN J W","30","20253","0100",""
"ANTH    111  -1","27","","USMAN R","40","20253","0100",""
"ANTH    113  -1","51","","SALDIVAR TANA","60","20253","0100",""
"ANTH    113  -1","20","","","20","20253","0101",""
"ANTH    113  -1","17","","","20","20253","0102",""
"ANTH    113  -1","14","","","20","20253","0103",""
"ANTH    133  -1","30","","MITCHELL S T","30","20253","0100",""
"ANTH    138TS-1","21","E (L&S), NWC (L&S), E (ENGR), WRT (L&S), WRT (ENGR), NWC (ENGR)","HOFFMAN A J","30","20253","0100",""
"ANTH    178  -1","0","","","5","20253","0100",""
"ANTH    183  -1","0","","","5","20253","0100",""
"ANTH    190  -1","0","","","4","20253","0100",""
"ANTH    194  -1","0","","","10","20253","0100",""
"ANTH    194P -1","0","","","10","20253","0100",""
"ANTH    195B -1","0","","","5","20253","0100",""
"ANTH    195C -1","0","","","5","20253","0100",""
"ANTH    198  -1","0","","","1","20253","0100",""
"ANTH    199  -1","0","","","5","20253","0100",""
"ANTH    199RA-1","0","","","5","20253","0100",""
"ANTH    501  -1","0","","","10","20253","0100",""
"ANTH    594  -1","0","","","5","20253","0100",""
"ANTH    596  -1","0","","","5","20253","0100",""
"ANTH    598  -1","0","","","5","20253","0100",""
"ANTH    599  -1","0","","","5","20253","0100",""
"ARTHI     5A -1","0","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","","0","20253","0100","Closed"
"ARTHI     5A -1","0","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","","0","20253","0101","Closed"
"ARTHI     5A -1","0","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","","0","20253","0102","Closed"
"ARTHI     6E -1","11","NWC (L&S), F (L&S), F (ENGR), NWC (ENGR)","OGBECHIE S O","50","20253","0100",""
"ARTHI     6E -1","8","NWC (L&S), F (L&S), F (ENGR), NWC (ENGR)","SHEARD M","25","20253","0101",""
"ARTHI     6E -1","3","NWC (L&S), F (L&S), F (ENGR), NWC (ENGR)","SHEARD M","25","20253","0102",""
"ARTHI     6F -1","0","WRT (L&S), WRT (ENGR), F (L&S), F (ENGR)","","0","20253","0100","Closed"
"ARTHI     6F -1","0","WRT (L&S), WRT (ENGR), F (L&S), F (ENGR)","","0","20253","0101","Closed"
"ARTHI     6F -1","0","WRT (L&S), WRT (ENGR), F (L&S), F (ENGR)","","0","20253","0102","Closed"
"ARTHI     6L -1","39","E (L&S), F (L&S), WRT (L&S), E (ENGR), F (ENGR), WRT (ENGR)","WHITE J S","68","20253","0100",""
"ARTHI     6L -1","15","E (L&S), F (L&S), WRT (L&S), E (ENGR), F (ENGR), WRT (ENGR)","","17","20253","0101",""
"ARTHI     6L -1","13","E (L&S), F (L&S), WRT (L&S), E (ENGR), F (ENGR), WRT (ENGR)","","17","20253","0102",""
"ARTHI     6L -1","7","E (L&S), F (L&S), WRT (L&S), E (ENGR), F (ENGR), WRT (ENGR)","","17","20253","0103",""
"ARTHI     6L -1","4","E (L&S), F (L&S), WRT (L&S), E (ENGR), F (ENGR), WRT (ENGR)","","17","20253","0104",""
"ARTHI   136I -1","17","E (L&S), F (L&S), E (ENGR), F (ENGR)","CHATTOPADHYAY","30","20253","0100",""
"ARTHI   142E -1","14","","","30","20253","0100",""
"ARTHI   192D -1","0","","","10","20253","0100",""
"ARTHI   192E -1","0","","","10","20253","0100",""
"ARTHI   199  -1","0","","","10","20253","0100",""
"ARTHI   199RA-1","0","","","10","20253","0100",""
"ARTHI   295  -1","0","","","10","20253","0100",""
"ARTHI   500  -1","0","","","10","20253","0100",""
"ARTHI   596  -1","0","","","10","20253","0100",""
"ARTHI   597  -1","0","","","10","20253","0100",""
"ARTHI   598  -1","0","","","10","20253","0100",""
"ARTHI   599  -1","0","","","10","20253","0100",""
"AS AM     5  -1","68","ETH (L&S), ETH (ENGR), ETH (CRST), G (L&S), G (ENGR)","PANDYA S P","80","20253","0100",""
"AS AM     5  -1","20","ETH (L&S), ETH (ENGR), ETH (CRST), G (L&S), G (ENGR)","","20","20253","0101",""
"AS AM     5  -1","19","ETH (L&S), ETH (ENGR), ETH (CRST), G (L&S), G (ENGR)","","20","20253","0102",""
"AS AM     5  -1","9","ETH (L&S), ETH (ENGR), ETH (CRST), G (L&S), G (ENGR)","","20","20253","0103",""
"AS AM     5  -1","20","ETH (L&S), ETH (ENGR), ETH (CRST), G (L&S), G (ENGR)","","20","20253","0104",""
"AS AM   100CC-1","30","ETH (L&S), ETH (ENGR), ETH (CRST)","ZULUETA B C","30","20253","0100",""
"AS AM   118  -1","30","F (L&S), ETH (L&S), F (ENGR), ETH (ENGR), ETH (CRST)","DESAI J","30","20253","0100",""
"AS AM   124  -1","5","ETH (CRST), ETH (L&S), ETH (ENGR)","","30","20253","0100",""
"AS AM   158  -1","3","","","30","20253","0100",""
"ASTRO     1  -1","0","QNT (L&S), C (L&S)","","100","20253","0100","Closed"
"ASTRO     1  -1","0","QNT (L&S), C (L&S)","","30","20253","0101",""
"ASTRO     1  -1","0","QNT (L&S), C (L&S)","","30","20253","0102",""
"BL ST     1  -1","29","AMH (UCSB), ETH (L&S), ETH (CRST), WRT (L&S), ETH (ENGR), WRT (ENGR), D (ENGR), D (L&S)","RICHARDSON M","100","20253","0100",""
"BL ST     1  -1","5","AMH (UCSB), ETH (L&S), ETH (CRST), WRT (L&S), ETH (ENGR), WRT (ENGR), D (ENGR), D (L&S)","","25","20253","0101",""
"BL ST     1  -1","17","AMH (UCSB), ETH (L&S), ETH (CRST), WRT (L&S), ETH (ENGR), WRT (ENGR), D (ENGR), D (L&S)","","25","20253","0102",""
"BL ST     1  -1","1","AMH (UCSB), ETH (L&S), ETH (CRST), WRT (L&S), ETH (ENGR), WRT (ENGR), D (ENGR), D (L&S)","","25","20253","0103",""
"BL ST     1  -1","6","AMH (UCSB), ETH (L&S), ETH (CRST), WRT (L&S), ETH (ENGR), WRT (ENGR), D (ENGR), D (L&S)","","25","20253","0104",""
"BL ST     3  -1","38","NWC (L&S), E (ENGR), E (L&S), NWC (ENGR)","AKUDINOBI J","38","20253","0100",""
"BL ST     3  -1","19","NWC (L&S), E (ENGR), E (L&S), NWC (ENGR)","PARIKH S","19","20253","0101",""
"BL ST     3  -1","19","NWC (L&S), E (ENGR), E (L&S), NWC (ENGR)","PARIKH S","19","20253","0102",""
"BL ST    99  -1","0","","","5","20253","0100",""
"BL ST    99RA-1","0","","","5","20253","0100",""
"BL ST   109  -1","24","","ALVES J A","65","20253","0100",""
"BL ST   126  -1","29","G (L&S), G (ENGR), WRT (ENGR), WRT (L&S), NWC (L&S), NWC (ENGR)","AKUDINOBI J","65","20253","0100",""
"BL ST   127  -1","65","ETH (L&S), ETH (ENGR), ETH (CRST), WRT (L&S), G (L&S), WRT (ENGR), G (ENGR)","COFFEY EDISON","65","20253","0100",""
"BL ST   197  -1","0","","","1","20253","0100",""
"BL ST   199  -1","0","","","5","20253","0100",""
"BL ST   199RA-1","0","","","5","20253","0100",""
"C LIT    30A -1","16","EUR (ENGR), EUR (L&S), E (L&S), E (ENGR), E1 (ENGR), G (ENGR), G (L&S), WRT (L&S), WRT (ENGR)","HAO H","15","20253","0100",""
"C LIT    30B -1","25","EUR (ENGR), EUR (L&S), E (L&S), E (ENGR), E1 (ENGR), G (ENGR), G (L&S), WRT (L&S), WRT (ENGR)","NEDJAT-HAIEM","25","20253","0100",""
"C LIT    30C -1","16","EUR (ENGR), EUR (L&S), E (L&S), E (ENGR), E1 (ENGR), G (ENGR), G (L&S), WRT (L&S), WRT (ENGR)","HAGAN A B","15","20253","0100",""
"C LIT    32  -1","13","WRT (L&S), G (L&S), NWC (L&S), G (ENGR), WRT (ENGR), NWC (ENGR)","TAHA R","15","20253","0100",""
"C LIT    33  -1","25","G (L&S), NWC (L&S), WRT (L&S), G (ENGR), WRT (ENGR), NWC (ENGR)","AKUDINOBI J","25","20253","0100",""
"C LIT    34  -1","25","G (L&S), G (ENGR), WRT (L&S), WRT (ENGR)","ZAZZARINO M","25","20253","0100",""
"C LIT    99  -1","0","","","5","20253","0100",""
"C LIT   113  -1","50","E (L&S), G (L&S), WRT (L&S), E (ENGR), G (ENGR), WRT (ENGR)","","50","20253","0100",""
"C LIT   113  -1","25","E (L&S), G (L&S), WRT (L&S), E (ENGR), G (ENGR), WRT (ENGR)","","25","20253","0101",""
"C LIT   113  -1","25","E (L&S), G (L&S), WRT (L&S), E (ENGR), G (ENGR), WRT (ENGR)","","25","20253","0102",""
"C LIT   128A -1","100","G (L&S), G (ENGR), WRT (L&S), WRT (ENGR)","","100","20253","0100",""
"C LIT   128A -1","26","G (L&S), G (ENGR), WRT (L&S), WRT (ENGR)","","25","20253","0101",""
"C LIT   128A -1","25","G (L&S), G (ENGR), WRT (L&S), WRT (ENGR)","","25","20253","0102",""
"C LIT   128A -1","24","G (L&S), G (ENGR), WRT (L&S), WRT (ENGR)","","25","20253","0103",""
"C LIT   128A -1","25","G (L&S), G (ENGR), WRT (L&S), WRT (ENGR)","","25","20253","0104",""
"C LIT   132  -1","5","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","","25","20253","0100",""
"C LIT   154I -1","9","E (L&S), G (L&S), E (ENGR), G (ENGR), WRT (L&S), WRT (ENGR)","MOAK D","10","20253","0100",""
"C LIT   171  -1","15","G (L&S), G (ENGR), E (L&S), NWC (L&S), E (ENGR), NWC (ENGR), WRT (L&S), WRT (ENGR)","","15","20253","0100",""
"C LIT   193  -1","0","","","5","20253","0100",""
"C LIT   199  -1","0","","","5","20253","0100",""
"C LIT   596  -1","0","","","5","20253","0100",""
"C LIT   599  -1","0","","","5","20253","0100",""
"CH E     99  -1","0","","","10","20253","0100",""
"CH E    193  -1","0","","","5","20253","0100",""
"CH E    196  -1","0","","","0","20253","0100",""
"CH E    198  -1","0","","","5","20253","0100",""
"CH E    493  -1","0","","","5","20253","0100",""
"CH E    596  -1","0","","","10","20253","0100",""
"CH E    599  -1","0","","","20","20253","0100",""
"CH ST     1A -1","47","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), WRT (ENGR), WRT (L&S), D (ENGR), D (L&S)","ARMBRUSTER R","60","20253","0100",""
"CH ST     1A -1","10","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), WRT (ENGR), WRT (L&S), D (ENGR), D (L&S)","","10","20253","0101",""
"CH ST     1A -1","9","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), WRT (ENGR), WRT (L&S), D (ENGR), D (L&S)","","10","20253","0102",""
"CH ST     1A -1","6","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), WRT (ENGR), WRT (L&S), D (ENGR), D (L&S)","","10","20253","0103",""
"CH ST     1A -1","10","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), WRT (ENGR), WRT (L&S), D (ENGR), D (L&S)","","10","20253","0104",""
"CH ST     1A -1","4","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), WRT (ENGR), WRT (L&S), D (ENGR), D (L&S)","","10","20253","0105",""
"CH ST     1A -1","8","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), WRT (ENGR), WRT (L&S), D (ENGR), D (L&S)","","10","20253","0106",""
"CH ST     1C -1","31","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR)","DIAZ-SANCHEZ","35","20253","0100",""
"CH ST    99  -1","0","","","10","20253","0100",""
"CH ST   109  -1","8","","SANCHEZ D","35","20253","0100",""
"CH ST   163  -1","6","","GARCIA S","35","20253","0100",""
"CH ST   189  -1","22","ETH (L&S), ETH (ENGR), ETH (CRST)","BATZ G","35","20253","0100",""
"CH ST   199  -1","0","","","15","20253","0100",""
"CH ST   199RA-1","0","","","15","20253","0100",""
"CH ST   596  -1","0","","","12","20253","0100",""
"CH ST   597  -1","0","","","12","20253","0100",""
"CH ST   598  -1","0","","","12","20253","0100",""
"CH ST   599  -1","0","","","12","20253","0100",""
"CHIN     40  -1","28","NWC (L&S), WRT (L&S), WRT (ENGR), F (L&S), F (ENGR), NWC (ENGR)","CHANG L","24","20253","0100",""
"CHIN     40  -1","10","NWC (L&S), WRT (L&S), WRT (ENGR), F (L&S), F (ENGR), NWC (ENGR)","","8","20253","0101",""
"CHIN     40  -1","9","NWC (L&S), WRT (L&S), WRT (ENGR), F (L&S), F (ENGR), NWC (ENGR)","","8","20253","0102",""
"CHIN     40  -1","9","NWC (L&S), WRT (L&S), WRT (ENGR), F (L&S), F (ENGR), NWC (ENGR)","","8","20253","0103",""
"CHIN    103  -1","20","","CHEN S C","20","20253","0100",""
"CHIN    596  -1","0","","","5","20253","0100",""
"CHIN    598  -1","0","","","5","20253","0100",""
"CHIN    599  -1","0","","","5","20253","0100",""
"CLASS    36  -1","50","EUR (L&S), EUR (ENGR), G (L&S), G (ENGR)","LAMAR A","50","20253","0100",""
"CLASS    39  -1","23","WRT (L&S), WRT (ENGR), EUR (L&S), EUR (ENGR), G (L&S), G (ENGR)","","35","20253","0100",""
"CLASS    40  -1","45","EUR (L&S), EUR (ENGR), G (L&S), G (ENGR)","MACLEAN R B","42","20253","0100",""
"CLASS    40  -1","8","EUR (L&S), EUR (ENGR), G (L&S), G (ENGR)","","7","20253","0101",""
"CLASS    40  -1","8","EUR (L&S), EUR (ENGR), G (L&S), G (ENGR)","","7","20253","0102",""
"CLASS    40  -1","7","EUR (L&S), EUR (ENGR), G (L&S), G (ENGR)","","7","20253","0103",""
"CLASS    40  -1","7","EUR (L&S), EUR (ENGR), G (L&S), G (ENGR)","","7","20253","0104",""
"CLASS    40  -1","7","EUR (L&S), EUR (ENGR), G (L&S), G (ENGR)","","7","20253","0105",""
"CLASS    40  -1","8","EUR (L&S), EUR (ENGR), G (L&S), G (ENGR)","","7","20253","0106",""
"CLASS    99  -1","0","","","5","20253","0100",""
"CLASS   109  -1","33","EUR (L&S), EUR (ENGR), G (L&S), WRT (L&S), G (ENGR), WRT (ENGR)","","50","20253","0100",""
"CLASS   196  -1","0","","","1","20253","0100",""
"CLASS   199  -1","0","","","1","20253","0100",""
"CLASS   596  -1","0","","","5","20253","0100",""
"CLASS   597  -1","0","","","6","20253","0100",""
"CLASS   599  -1","0","","","2","20253","0100",""
"COMM      1  -1","16","WRT (L&S), WRT (ENGR), D (ENGR), D (L&S)","CHAN C","50","20253","0100",""
"COMM      1  -1","12","WRT (L&S), WRT (ENGR), D (ENGR), D (L&S)","","25","20253","0101",""
"COMM      1  -1","4","WRT (L&S), WRT (ENGR), D (ENGR), D (L&S)","","25","20253","0102",""
"COMM      1  -2","26","WRT (L&S), WRT (ENGR), D (ENGR), D (L&S)","","30","20253","0200",""
"COMM      1  -2","16","WRT (L&S), WRT (ENGR), D (ENGR), D (L&S)","","15","20253","0201",""
"COMM      1  -2","10","WRT (L&S), WRT (ENGR), D (ENGR), D (L&S)","","15","20253","0202",""
"COMM     88  -1","36","","WANG L H","50","20253","0100",""
"COMM     88  -1","23","","","25","20253","0101",""
"COMM     88  -1","13","","","25","20253","0102",""
"COMM     88  -2","42","","","50","20253","0200",""
"COMM     88  -2","25","","","25","20253","0201",""
"COMM     88  -2","17","","","25","20253","0202",""
"COMM     89  -1","36","","PENG Q","50","20253","0100",""
"COMM     89  -1","22","","","25","20253","0101",""
"COMM     89  -1","14","","","25","20253","0102",""
"COMM     99RA-1","0","","","50","20253","0100",""
"COMM    102  -1","0","","","50","20253","0100","Closed"
"COMM    103  -1","15","","LEN S M","50","20253","0100",""
"COMM    105  -1","50","","KUBITZA S M","50","20253","0100",""
"COMM    109  -1","10","","REID S A","50","20253","0100",""
"COMM    111  -1","8","","AFIFI W A","50","20253","0100",""
"COMM    112  -1","50","","","50","20253","0100",""
"COMM    117  -1","45","","NABI R L","50","20253","0100",""
"COMM    121  -1","39","","MEROLLA A J","50","20253","0100",""
"COMM    124  -1","40","","AFIFI T D","50","20253","0100",""
"COMM    133  -1","50","","MALIK M I","50","20253","0100",""
"COMM    148  -1","28","","KAM J A","50","20253","0100",""
"COMM    152  -1","16","","MYERS K K","50","20253","0100",""
"COMM    154  -1","5","","WEBER R","50","20253","0100",""
"COMM    160ME-1","10","","WANG MINGHUI","50","20253","0100",""
"COMM    160MH-1","28","","","50","20253","0100",""
"COMM    166  -1","50","","HAMILTON K A","50","20253","0100",""
"COMM    169  -1","48","","OVERBYE H E","48","20253","0100",""
"COMM    179  -1","7","","ABRA G J","50","20253","0100",""
"COMM    185  -1","35","","ZHANG YIDI","50","20253","0100",""
"COMM    197  -1","0","","KIM YOUNG JI","50","20253","0100",""
"COMM    197  -2","0","","KIM YOUNG JI","50","20253","0200",""
"COMM    197  -3","1","","KIM YOUNG JI","50","20253","0300",""
"COMM    199  -1","0","","","5","20253","0100",""
"COMM    199RA-1","0","","","50","20253","0100",""
"COMM    596A -1","0","","","15","20253","0100",""
"COMM    597  -1","0","","","5","20253","0100",""
"COMM    599  -1","0","","","10","20253","0100",""
"DANCE    41  -1","18","","TING J","25","20253","0100",""
"DANCE    51  -1","5","","WHITED B S","13","20253","0100",""
"DANCE   149  -1","0","","","50","20253","0100",""
"DANCE   163  -1","8","","WHITED B S","12","20253","0100",""
"DANCE   199  -1","0","","","50","20253","0100",""
"ECE      15A -1","19","","ISUKAPALLI Y","25","20253","0100",""
"ECE      15A -1","19","","","25","20253","0101",""
"ECE      96  -1","0","","","0","20253","0100",""
"ECE     192  -1","0","","","0","20253","0100",""
"ECE     193  -1","0","","","30","20253","0100",""
"ECE     196  -1","0","","","20","20253","0100",""
"ECE     199  -1","0","","","5","20253","0100",""
"ECE     493  -1","0","","","10","20253","0100",""
"ECE     596  -1","0","","","3","20253","0100",""
"ECE     597  -1","0","","","10","20253","0100",""
"ECE     598  -1","0","","","5","20253","0100",""
"ECE     599  -1","0","","","10","20253","0100",""
"ECON      3A -1","26","","HARMON C J","60","20253","0100",""
"ECON      3A -1","12","","","30","20253","0101",""
"ECON      3A -1","14","","","30","20253","0102",""
"ECON      3B -1","70","","FULKERSON S D","70","20253","0100",""
"ECON      3B -1","35","","","35","20253","0101",""
"ECON      3B -1","35","","","35","20253","0102",""
"ECON      5  -1","23","","HARTMAN J L","40","20253","0100",""
"ECON      5  -1","23","","","40","20253","0101",""
"ECON      5  -2","42","","HEO S","40","20253","0200",""
"ECON      5  -2","42","","","40","20253","0201",""
"ECON      9  -1","42","D (L&S), D (ENGR)","BEDARD K L","60","20253","0100",""
"ECON      9  -1","11","D (L&S), D (ENGR)","","15","20253","0101",""
"ECON      9  -1","12","D (L&S), D (ENGR)","","15","20253","0102",""
"ECON      9  -1","6","D (L&S), D (ENGR)","","15","20253","0103",""
"ECON      9  -1","13","D (L&S), D (ENGR)","","15","20253","0104",""
"ECON     10A -1","248","","BEDARD K L","300","20253","0100",""
"ECON     10A -1","30","","","30","20253","0101",""
"ECON     10A -1","30","","","30","20253","0102",""
"ECON     10A -1","30","","","30","20253","0103",""
"ECON     10A -1","30","","","30","20253","0104",""
"ECON     10A -1","30","","","30","20253","0105",""
"ECON     10A -1","30","","","30","20253","0106",""
"ECON     10A -1","26","","","30","20253","0107",""
"ECON     10A -1","27","","","30","20253","0108",""
"ECON    100B -1","40","","QIN C Z","60","20253","0100",""
"ECON    100B -1","20","","","20","20253","0101",""
"ECON    100B -1","20","","","20","20253","0102",""
"ECON    100B -1","0","","","20","20253","0103",""
"ECON    100B -1","0","","","20","20253","0104","Closed"
"ECON    101  -1","74","","BIRCHENALL J","100","20253","0100",""
"ECON    101  -1","25","","","25","20253","0101",""
"ECON    101  -1","25","","","25","20253","0102",""
"ECON    101  -1","17","","","25","20253","0103",""
"ECON    101  -1","7","","","25","20253","0104",""
"ECON    114B -1","45","","BIRCHENALL J","60","20253","0100",""
"ECON    133  -1","41","","RUPERT P","60","20253","0100",""
"ECON    134A -1","47","","MOROZOVA A","50","20253","0100",""
"ECON    134A -1","0","","","25","20253","0101","Closed"
"ECON    134A -1","25","","","25","20253","0102",""
"ECON    134A -1","22","","","25","20253","0103",""
"ECON    135  -1","30","","GARRATT R J","60","20253","0100",""
"ECON    136A -1","38","","GROVER S R","60","20253","0100",""
"ECON    136A -1","16","","","30","20253","0101",""
"ECON    136A -1","22","","","30","20253","0102",""
"ECON    136C -1","31","","HARMON C J","50","20253","0100",""
"ECON    137A -1","60","","GROVER S R","70","20253","0100",""
"ECON    137A -1","30","","","35","20253","0101",""
"ECON    137A -1","30","","","35","20253","0102",""
"ECON    140A -1","50","","STEIGERWALD D","50","20253","0100",""
"ECON    140A -1","25","","","25","20253","0101",""
"ECON    140A -1","25","","","25","20253","0102",""
"ECON    140B -1","25","","STEIGERWALD D","40","20253","0100",""
"ECON    140B -1","6","","","20","20253","0101",""
"ECON    140B -1","19","","","20","20253","0102",""
"ECON    150A -1","62","","RUPERT P","80","20253","0100",""
"ECON    171  -1","44","","GARRATT R J","60","20253","0100",""
"ECON    193  -1","3","","ESPONDA I","12","20253","0100",""
"ECON    193  -2","0","","ESPONDA I","12","20253","0200",""
"ECON    199  -1","0","","","20","20253","0100",""
"ECON    199RA-1","0","","","20","20253","0100",""
"ECON    298  -1","1","","MILLNER A M","5","20253","0100",""
"ECON    596  -1","0","","","5","20253","0100",""
"ECON    597  -1","0","","","5","20253","0100",""
"ECON    599  -1","0","","","20","20253","0100",""
"ED       99  -1","0","","","10","20253","0100",""
"ED      111  -1","60","","","60","20253","0100",""
"ED      111  -2","43","","","60","20253","0200",""
"ED      123  -1","17","","","40","20253","0100",""
"ED      123  -2","9","","","40","20253","0200",""
"ED      199  -1","0","","","10","20253","0100",""
"ED      199RA-1","0","","","10","20253","0100",""
"ED      222B -1","0","","MORAN A S","10","20253","0100",""
"ED      228A -1","0","","HOLDREN N R","10","20253","0100",""
"ED      228B -1","0","","FEDDERS A","10","20253","0100",""
"ED      228L -1","0","","","15","20253","0100",""
"ED      229C -1","0","","HOLDREN N R","10","20253","0100",""
"ED      229C -2","0","","MORAN A S","10","20253","0200",""
"ED      229D -1","0","","HOLDREN N R","10","20253","0100",""
"ED      229D -2","0","","MORAN A S","10","20253","0200",""
"ED      261  -1","0","","BUMBY A K","25","20253","0100",""
"ED      261  -2","0","","","25","20253","0200",""
"ED      261  -3","0","","","25","20253","0300",""
"ED      261  -4","0","","DUQUE J D","25","20253","0400",""
"ED      263  -1","0","","SCALZO J N","25","20253","0100",""
"ED      263  -2","0","","HARVEY V A","25","20253","0200",""
"ED      264  -1","0","","DUQUE J D","25","20253","0100",""
"ED      264  -2","0","","ELLIS B D","25","20253","0200",""
"ED      268  -1","0","","DUQUE J D","20","20253","0100",""
"ED      268  -2","0","","HARVEY V A","20","20253","0200",""
"ED      268  -3","0","","OXELSON E M","20","20253","0300",""
"ED      268  -4","0","","ELLIS B D","20","20253","0400",""
"ED      268  -5","0","","DUQUE J D","20","20253","0500",""
"ED      268  -6","0","","HARVEY V A","20","20253","0600",""
"ED      268  -7","0","","OXELSON E M","20","20253","0700",""
"ED      268  -8","0","","ELLIS B D","20","20253","0800",""
"ED      291  -1","0","","FEDDERS A","15","20253","0100",""
"ED      312  -1","0","","","40","20253","0100",""
"ED      313  -1","0","","","50","20253","0100",""
"ED      322  -1","0","","WHITAKER D R","20","20253","0100",""
"ED      322  -2","0","","MISHLER T R","20","20253","0200",""
"ED      323F -1","0","","HARVEY V A","25","20253","0100",""
"ED      323F -2","0","","","25","20253","0200",""
"ED      326  -1","0","","WHITAKER D R","25","20253","0100",""
"ED      326  -2","0","","WHITAKER D R","25","20253","0200",""
"ED      327  -1","0","","BLACKWELL K S","25","20253","0100",""
"ED      327  -2","0","","BLACKWELL K S","25","20253","0200",""
"ED      330  -1","0","","BUMBY A K","100","20253","0100",""
"ED      340  -1","0","","WHITAKER D R","10","20253","0100",""
"ED      340  -2","0","","ELLIS B D","10","20253","0200",""
"ED      340  -3","0","","MEYER M N","10","20253","0300",""
"ED      340  -4","0","","BUMBY A K","10","20253","0400",""
"ED      340  -5","0","","OXELSON E M","10","20253","0500",""
"ED      340  -6","0","","MORALES E L","10","20253","0600",""
"ED      340  -7","0","","","10","20253","0700",""
"ED      341  -1","0","","ESTABROOK J A","15","20253","0100",""
"ED      341  -2","0","","","15","20253","0200",""
"ED      341  -3","0","","SCAFIDE M E","15","20253","0300",""
"ED      341  -4","0","","","15","20253","0400",""
"ED      341  -5","0","","","15","20253","0500",""
"ED      362  -1","0","","MORAN A S","30","20253","0100",""
"ED      362  -2","0","","MORAN A S","30","20253","0200",""
"ED      363  -1","0","","FEDDERS A","50","20253","0100",""
"ED      370  -1","0","","WHITAKER D R","10","20253","0100",""
"ED      370  -2","0","","ELLIS B D","10","20253","0200",""
"ED      370  -3","0","","MEYER M N","10","20253","0300",""
"ED      370  -4","0","","BUMBY A K","10","20253","0400",""
"ED      370  -5","0","","OXELSON E M","10","20253","0500",""
"ED      370  -6","0","","MORALES E L","10","20253","0600",""
"ED      370  -7","0","","","10","20253","0700",""
