Date Reported,Date Occurred,Time Occurred,Area Name,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Description,Address,Cross Street,Location
04/02/2020,04/02/2020,1450,Wilshire,3027 3035 3037 3401 3701 4027 3011 3103,19,,,STREET,COMEY                        AV,VENICE                       BL,"(34.0355, -118.3772)"
04/04/2020,04/04/2020,1550,77th Street,3501 1402 3601 4025 3037 0101 3003 3027 3029 3101,60,M,B,STREET,54TH                         ST,WESTERN                      AV,"(33.9933, -118.3089)"
04/05/2020,04/05/2020,500,Devonshire,3011 3027 3037 3101 4026,,,,STREET,NORDHOFF                     ST,GOTHIC                       AV,"(34.2357, -118.4895)"
04/09/2020,04/08/2020,2040,Van Nuys,3003 3027 3037 3101 4026 1218,,F,B,STREET,VAN NUYS                     BL,VALERIO                      ST,"(34.2048, -118.4488)"
04/11/2020,04/11/2020,1810,West Valley,3015 3027 3037 3602 3101 4026,37,M,O,STREET,VANOWEN                      ST,CORBIN                       AV,"(34.1938, -118.5623)"
04/15/2020,04/15/2020,1500,Southeast,4025 3037 3003 3102 3027 3501,70,M,H,STREET,IMPERIAL,WILLOWBROOK,"(33.9295, -118.2381)"
04/17/2020,04/17/2020,730,Mission,3003 3027 3032 3037 3102 4026,58,M,H,PARKING LOT,GLENOAKS                     BL,EL CASCO                     ST,"(34.3116, -118.4549)"
04/18/2020,04/17/2020,2105,77th Street,3501 3601 3027 4025 3036 3003 3101,46,M,B,STREET,W  MANCHESTER                   AV,S  OLIVE                        ST,"(33.9601, -118.2793)"
04/19/2020,04/19/2020,315,Southeast,3601 3029 4025 0101 3027 3101 3036 3004 3034 3602,27,M,H,STREET,OLIVE,CENTURY,"(33.9456, -118.2792)"
04/21/2020,04/21/2020,1255,77th Street,3602 4025 3036 3004 3101 3027,36,M,H,STREET,CENTURY                      BL,HALLDALE                     AV,"(33.9455, -118.3025)"
04/22/2020,04/22/2020,1110,N Hollywood,3004 3027 3036 3101 4026 3602,31,M,H,STREET,KITTRIDGE                    ST,LANKERSHIM                   BL,"(34.1903, -118.3877)"
04/23/2020,04/22/2020,2000,Southwest,3601 4025 3037 3003 3027 3038 3101,22,F,B,STREET,CRENSHAW                     BL,28TH                         ST,"(34.0312, -118.3351)"
04/26/2020,04/25/2020,2035,Foothill,1402 3004 3027 3029 3037 3101 4026 3602 3034,64,M,H,STREET,LAUREL CANYON                BL,DAVENTRY                     ST,"(34.264, -118.4376)"
04/27/2020,04/26/2020,2220,Southeast,3501 3601 1218 4025 3037 3003 3027 3101,50,M,B,STREET,IMPERIAL                     HY,COMPTON                      AV,"(33.9295, -118.2435)"
05/01/2020,05/01/2020,310,77th Street,1218 4025 3037 3003 3027 3101 3038,35,M,B,SIDEWALK,FLOWER                       ST,52ND                         PL,"(33.9951, -118.2809)"
05/01/2020,05/01/2020,352,77th Street,3501 3601 4025 3036 3003 3027 3101 3029,56,M,B,STREET,92ND                         ST,WESTERN                      AV,"(33.9527, -118.309)"
05/02/2020,05/01/2020,1905,Southeast,4025 3037 3004 3027 3101,57,F,B,STREET,IMPERIAL                     HY,GRANDEE                      AV,"(33.9295, -118.2435)"
05/04/2020,05/04/2020,330,Southeast,4025 3037 3003 3027 3101 3601 3501,62,F,B,STREET,CENTRAL                      AV,103RD                        ST,"(33.9433, -118.2541)"
05/04/2020,05/04/2020,1130,Central,0605 3101 3401 3701 3003 3027,64,M,W,STREET,SANTA FE                     AV,3RD                          ST,"(34.046, -118.2326)"
05/05/2020,05/04/2020,2025,Van Nuys,4026 3003 3027 3037 3033 3035 3101,24,F,H,STREET,SHERMAN                      WY,LENNOX                       AV,"(34.2012, -118.4454)"
05/05/2020,05/05/2020,527,Harbor,4025 3036 3027 3003 3101 3501 1218 1402,73,M,H,STREET,EUBANK                       AV,PACIFIC COAST                HY,"(33.7916, -118.2563)"
05/06/2020,05/06/2020,1655,Devonshire,4026 3027 3037 3035 3033 3101 3602 3009,45,M,W,STREET,BALBOA                       BL,NORDHOFF                     ST,"(34.2358, -118.5025)"
05/18/2020,05/07/2020,155,Central,0605 3101 3003 3027 3029 1218,57,M,B,STREET,7TH                          ST,LAWRENCE                     ST,"(34.0348, -118.2362)"
05/08/2020,05/07/2020,2120,Southwest,4025 3037 3003 3027 3101 3501,21,M,B,STREET,VERNON                       AV,CIMARRON                     ST,"(34.0037, -118.316)"
05/10/2020,05/09/2020,2120,Rampart,1218 0605 3101 3401 3701 3003 3027,24,M,H,STREET,WILSHIRE                     BL,ALVARADO                     ST,"(34.058, -118.2759)"
05/10/2020,05/10/2020,1940,Topanga,3027 1218 4026 3037 3032 3035 3602 3003 3103,59,M,W,PARKING LOT,SHERMAN                      WY,DE SOTO                      AV,"(34.2011, -118.5885)"
05/11/2020,05/10/2020,2139,N Hollywood,3011 3027 3034 3037 3101 4026 3038 3029,25,M,W,STREET,HUSTON                       ST,CARPENTER                    AV,"(34.1595, -118.3911)"
05/11/2020,05/10/2020,2315,77th Street,4025 3036 3004 3027 3038 3101 3602,62,F,B,STREET,CENTRAL                      AV,83RD                         ST,"(33.9638, -118.2564)"
05/13/2020,05/13/2020,345,Newton,0605 3101 3401 3701 3003 3027 3029 3036 1402 1218,67,M,H,STREET,MAIN                         ST,47TH                         PL,"(34.0002, -118.274)"
05/17/2020,05/17/2020,515,77th Street,3027 3501 3601 1218 4025 3037 3003 3029 3101 1402,30,M,H,STREET,VERMONT                      AV,71ST                         ST,"(33.9755, -118.2918)"
05/19/2020,05/19/2020,1245,Devonshire,4026 3003 3036 3033 3035 3101 3027,68,F,O,STREET,CHATSWORTH                   ST,BALBOA                       BL,"(34.2648, -118.5023)"
05/22/2020,05/22/2020,115,Northeast,0605 3101 3401 3701 3014 3027 3034,33,M,W,STREET,STADIUM                      WY,ELYSIAN PARK                 DR,"(34.0861, -118.2431)"
05/23/2020,05/22/2020,2135,Foothill,3003 3027 3037 3029 4026 3102,54,M,H,PARKING LOT,OSBORNE                      ST,LAUREL CANYON                BL,"(34.2469, -118.4195)"
05/23/2020,05/23/2020,1040,Hollywood,3009 3027 3034 3101 3401 3701 3036 4027,62,M,W,STREET,FRANKLIN                     AV,BEACHWOOD                    DR,"(34.1052, -118.3213)"
05/24/2020,05/24/2020,515,Foothill,3006 3027 3037 3038 3101 4026,18,M,H,STREET,FOOTHILL                     BL,ARROYO                       ST,"(34.2928, -118.4144)"
05/26/2020,05/26/2020,1220,77th Street,3037 3003 3101 3027 4025 3501 3601,45,F,B,STREET,54TH                         ST,E  NORMANDIE                    AV,"(33.9932, -118.3002)"
05/29/2020,05/28/2020,1855,Southeast,4025 3036 3027 3101 3009 3601,27,M,B,STREET,MANCHESTER                   AV,HOOVER                       ST,"(33.9601, -118.2871)"
05/29/2020,05/29/2020,1940,N Hollywood,3011 3027 3037 3602 3101 4026,23,M,H,STREET,MULHOLLAND                   DR,SKYLINE                      DR,"(34.1219, -118.3869)"
05/30/2020,05/30/2020,850,Devonshire,3029 3004 3027 3602 3038 3036 3101 4026,59,M,H,STREET,ROSCOE                       BL,VANALDEN                     AV,"(34.2206, -118.5492)"
06/07/2020,06/07/2020,1250,Devonshire,4017 3027 3037 3032 3102 3011,65,M,W,STREET,GRESHAM                      ST,VARIEL                       AV,"(34.2306, -118.5907)"
06/08/2020,06/07/2020,1440,Southwest,4025 0101 3027 3037 3601 3009 3013,45,M,B,STREET,MARTIN LUTHER KING JR        BL,WALTON                       AV,"(34.0109, -118.2941)"
06/07/2020,06/07/2020,1825,Southwest,3009 4025 3036 3027 3101,40,M,B,STREET,6TH                          AV,MARTIN LUTHER KING JR        BL,"(34.0109, -118.3241)"
06/10/2020,06/10/2020,730,Foothill,3006 3027 3034 3037 3101 4026,58,F,B,STREET,TUXFORD                      ST,NORRIS                       AV,"(34.2317, -118.3753)"
06/11/2020,06/10/2020,1935,Foothill,3009 3027 3037 4026 3602,35,M,W,STREET,SAN FERNANDO                 RD,TERRA BELLA                  ST,"(34.2599, -118.4158)"
06/11/2020,06/11/2020,1330,Southeast,4025 3011 3034 3027 3101 1402,,X,X,STREET,IMPERIAL                     HY,GRANDEE                      AV,"(33.9295, -118.2435)"
06/12/2020,06/12/2020,745,Rampart,3101 3401 3701 0605 3004 3027,24,M,B,STREET,BENTON                       WY,TEMPLE                       ST,"(34.0733, -118.2755)"
06/13/2020,06/12/2020,2330,Olympic,3011 3034 3037 3101 3401 3701 4027 3027,19,,,STREET,6TH,IRVING,"(34.0635, -118.3185)"
06/14/2020,06/14/2020,2110,Southwest,3009 4025 3037 3027 3101,54,F,H,STREET,MARTIN LUTHER KING JR        BL,ARLINGTON                    AV,"(34.0108, -118.3182)"
06/17/2020,06/17/2020,1032,Northeast,0947 3101 3401 3701 3027 3009 3036,68,M,W,STREET,SILVERLAKE                   BL,EFFIE                        ST,"(34.0882, -118.2646)"
06/19/2020,06/19/2020,550,Wilshire,3004 3027 3037 3101 3401 3701 4027 3034 3029 3040,43,M,B,STREET,SAN VICENTE                  BL,MCCARTHY                     VW,"(34.0611, -118.3681)"
06/22/2020,06/21/2020,2340,77th Street,3027 3034 3006,,M,O,STREET,NORMANDIE                    AV,60TH                         ST,"(33.9859, -118.3002)"
06/25/2020,06/25/2020,830,Topanga,3003 3037 3101 4026 1218 3027,34,M,H,STREET,SHERMAN                      WY,KELVIN                       AV,"(34.201, -118.5863)"
06/25/2020,06/25/2020,1025,Harbor,4025 0101 3027 3101 3037 3004,68,M,W,STREET,PACIFIC COAST,O                            ST,"(33.7915, -118.2381)"
06/25/2020,06/25/2020,1435,Hollenbeck,3101 3401 3701 0605 3004 3027 3036,32,M,H,STREET,HUNTINGTON,VAN HORNE,"(34.0893, -118.1707)"
06/28/2020,06/27/2020,2105,Southeast,3601 4025 3037 3008 3027 3029 3101 1402,57,M,B,STREET,MAIN                         ST,103RD                        ST,"(33.9429, -118.2739)"
06/28/2020,06/27/2020,2110,77th Street,3601 4025 3037 3003 3027 3029 3101 1402,47,M,H,STREET,FIGUEROA                     ST,54TH                         ST,"(33.9933, -118.2827)"
07/01/2020,06/30/2020,2355,Newton,0605 3101 3401 3701 3003 4024 3036 3027,67,M,B,STREET,BROADWAY,22ND                         ST,"(34.0288, -118.2675)"
07/02/2020,07/01/2020,2110,Foothill,3003 3027 3029 3037 3101 4026,54,F,H,STREET,SAN FERNANDO                 RD,COHASSET                     ST,"(34.207, -118.3512)"
07/02/2020,07/02/2020,30,N Hollywood,1218 3003 3027 3037 3101 4026,39,M,H,STREET,VINELAND                     AV,HUSTON                       ST,"(34.1601, -118.3704)"
07/04/2020,07/03/2020,2030,N Hollywood,1218 3003 3027 3029 3037 3101 4026,35,M,W,STREET,VICTORY                      BL,SAINT CLAIR                  AV,"(34.1869, -118.3987)"
07/08/2020,07/08/2020,2040,Southeast,3027 4025 1402 0605 3037 3008 3029 3101,19,X,X,STREET,WADSWORTH                    AV,88TH                         ST,"(33.9574, -118.2586)"
07/09/2020,07/08/2020,2055,Van Nuys,4026 3027 3003 3037 3029 3101 1402,77,M,O,STREET,OXNARD                       ST,CANTALOUPE                   AV,"(34.1794, -118.4345)"
07/13/2020,07/13/2020,805,Devonshire,3027 4026 3011 3037 3101 3034,,,,STREET,MARILLA                      ST,CANOGA                       AV,"(34.2538, -118.5656)"
07/15/2020,07/14/2020,2240,Hollenbeck,3027 0605 3101 3401 3701 3003 1218,58,M,H,STREET,HUNTINGTON                   DR,PORTOLA                      AV,"(34.0887, -118.1722)"
07/17/2020,07/16/2020,2235,Newton,0605 3101 3401 3701 3004 3029 3027,50,M,H,STREET,VERNON                       AV,WALL                         ST,"(34.0038, -118.2718)"
07/20/2020,07/19/2020,2130,Southeast,3027 3601 1218 3037 3003 3029 3101 3040,56,M,B,STREET,CENTRAL                      AV,89TH                         ST,"(33.9556, -118.2564)"
07/23/2020,07/22/2020,1815,Hollenbeck,0605 3101 3401 3701 3006 3027 1218,19,M,H,STREET,HUNTINGTON                   DR,BARRETT                      RD,"(34.0899, -118.1695)"
07/24/2020,07/23/2020,2330,N Hollywood,4026 3011 3037 3101 3602 3027,,F,W,STREET,SHERMAN                      WY,RADFORD                      AV,"(34.2012, -118.3922)"
07/27/2020,07/27/2020,1055,Foothill,3008 3063 3027 3101 4026 3037,,,,STREET,APPERSON                     ST,YATES                        ST,"(34.2561, -118.3226)"
07/29/2020,07/28/2020,2110,Northeast,0605 3101 3401 3701 3006 3027,53,M,H,STREET,EAGLE ROCK                   BL,AVENUE 30                    AV,"(34.1064, -118.2383)"
07/29/2020,07/29/2020,1305,Devonshire,3014 3027 3037 3101 4026 3602,24,M,W,STREET,DE SOTO                      AV,SAN JOSE                     ST,"(34.2609, -118.5886)"
07/30/2020,07/29/2020,2345,West LA,3027 3034 2004 3003 3036 3101 3401 3701 4027,28,M,W,STREET,PICO,SEPULVEDA,"(34.037, -118.4351)"
08/01/2020,07/31/2020,1955,Southwest,3027 4025 3037 3011 3101 3601,34,M,H,STREET,MARTIN LUTHER KING JR,HOOVER                       ST,"(34.0111, -118.2872)"
08/01/2020,08/01/2020,30,Southeast,4025 3037 3003 3602 3027 3038 3101 3501 3601 1218,60,M,B,STREET,CENTRAL                      AV,89TH                         ST,"(33.9556, -118.2564)"
08/01/2020,08/01/2020,1815,Foothill,4026 3008 3027 3036 3101,29,F,H,STREET,WENTWORTH                    ST,STONEHURST                   AV,"(34.2568, -118.3756)"
08/08/2020,08/06/2020,1430,Southwest,3601 4025 3037 0101 3004 3027 3034 3101,24,M,B,STREET,LA BREA                      AV,COLISEUM                     ST,"(34.0183, -118.3556)"
08/06/2020,08/06/2020,2100,West Valley,3101 3004 3027 3036 4026,25,M,B,STREET,VANOWEN                      ST,ODESSA                       AV,"(34.1939, -118.4902)"
08/07/2020,08/07/2020,920,77th Street,4025 3036 3004 3027 3101,23,F,B,STREET,SLAUSON                      AV,ALVISO                       AV,"(33.9889, -118.344)"
08/10/2020,08/07/2020,1830,N Hollywood,3027 3003 3036 3101 4015,28,F,W,STREET,MOORPARK                     ST,WHITSETT                     AV,"(34.1504, -118.4052)"
08/09/2020,08/09/2020,1800,West Valley,3004 3034 3027 3037 3101 4026,56,M,H,STREET,TOPHAM                       ST,CORBIN                       ST,"(34.184, -118.5622)"
08/12/2020,08/11/2020,2145,Mission,1402 3003 3027 3037 3101 4026,64,M,W,STREET,FOOTHILL                     BL,ASTORIA                      ST,"(34.3196, -118.4561)"
08/12/2020,08/12/2020,640,Topanga,3004 3027 3036 3101 4026,48,M,H,STREET,CANOGA                       AV,ROSCOE                       BL,"(34.2198, -118.5975)"
08/12/2020,08/12/2020,1225,Topanga,3006 3027 3037 3101 4026,40,F,H,STREET,STAGG,MASON,"(34.2107, -118.5797)"
08/13/2020,08/12/2020,2025,Southeast,1218 3601 1402 4025 3037 3008 3027 3101 3602,52,M,H,STREET,CENTURY                      BL,WALL                         ST,"(33.9456, -118.2717)"
08/13/2020,08/12/2020,2330,Newton,0605 3101 3401 3701 4024 3003 3027 3029 1218,51,M,O,ALLEY,60TH                         ST,BROADWAY,"(33.9851, -118.2783)"
08/13/2020,08/13/2020,2335,Wilshire,3003 3027 3035 3037 3101 3401 3701 4027,43,M,O,STREET,VENICE                       BL,BURCHARD                     AV,"(34.0372, -118.3744)"
08/16/2020,08/15/2020,2345,Southeast,1218 1402 3003 4025 0101 3027 3029 3101 3036,54,F,B,STREET,OLIVE                        ST,111TH                        PL,"(33.9339, -118.2795)"
08/16/2020,08/16/2020,1555,Rampart,1218 0605 3101 3401 3701 3003 3027,34,M,W,STREET,DOUGLAS                      ST,SUNSET                       BL,"(34.0742, -118.252)"
08/17/2020,08/17/2020,140,Foothill,3006 3037 3027 3101 4026 3038 3029 1218,83,M,W,STREET,FOOTHILL                     BL,COMMERCE                     AV,"(34.2489, -118.2892)"
08/20/2020,08/20/2020,1505,Mission,3008 3027 3037 3101 4026 3501,58,M,B,STREET,NORDHOFF                     ST,KESTER                       AV,"(34.2337, -118.463)"
08/24/2020,08/24/2020,750,Hollenbeck,3101 3701 3401 0605 3027 3003,69,F,A,STREET,AVENUE 60                    AV,OAK HILL                     ST,"(34.1041, -118.1784)"
08/25/2020,08/25/2020,1615,Devonshire,3014 3027 3602 3034 3037 3101 4026,36,M,W,STREET,MASON                        AV,DEVONSHIRE                   ST,"(34.2573, -118.5798)"
08/27/2020,08/26/2020,2230,77th Street,4025 3037 3003 3101 3027 3501,62,M,B,STREET,CENTRAL,84TH                         ST,"(33.9629, -118.2564)"
08/27/2020,08/27/2020,458,Rampart,3101 3401 3701 0605 3003 3029 3027 3036 1218,50,F,H,STREET,WILSHIRE                     BL,ALVARADO                     ST,"(34.0579, -118.2759)"
08/31/2020,08/31/2020,1830,Foothill,3101 3003 3027 3036 4016,65,M,H,STREET,STRATHERN                    ST,VANTAGE                      AV,"(34.2157, -118.3977)"
09/01/2020,08/31/2020,1945,Hollywood,3004 3027 3035 3036 3101 3401 3701 4027,48,M,H,STREET,VINE,SANTA MONICA,"(34.0907, -118.3266)"
09/01/2020,09/01/2020,1145,Van Nuys,3009 3027 3036 3602 3101 4026,30,M,W,STREET,VAN NUYS                     BL,VANOWEN                      ST,"(34.1939, -118.4487)"
09/01/2020,09/01/2020,1315,Harbor,3027 3037 3003 3101 4025 3501,53,M,H,SIDEWALK,E  SEPULVEDA                    BL,WEBSTER                      AV,"(33.7974, -118.2372)"
09/02/2020,09/01/2020,2050,N Hollywood,3003 3027 3037 3101 4026 3501,17,M,H,STREET,VINELAND                     AV,COHASSET                     ST,"(34.2066, -118.3703)"
09/04/2020,09/03/2020,2050,Mission,3003 3027 3037 1218 3101 4026,45,F,H,STREET,WOODMAN                      AV,NORDHOFF                     ST,"(34.2353, -118.4409)"
09/05/2020,09/04/2020,2210,West Valley,3009 3027 3034 3037 3101 4026 3602,22,,,STREET,WHITE OAK                    AV,STRATHERN                    ST,"(34.2157, -118.5186)"
09/08/2020,09/08/2020,1245,Wilshire,3003 3027 3035 3037 3101 3401 3701 4027,31,M,B,STREET,3RD                          ST,FAIRFAX                      AV,"(34.0716, -118.3614)"
09/09/2020,09/09/2020,1430,Newton,3101 3401 3701 0605 3027,36,M,B,STREET,CENTRAL                      AV,FLORENCE                     AV,"(33.9748, -118.2565)"
09/11/2020,09/11/2020,1920,Olympic,3027 3029 3035 3036 3101 3401 3701 4020 3003 1402,78,M,O,STREET,KINGSLEY                     DR,2ND                          ST,"(34.0712, -118.3029)"
09/14/2020,09/13/2020,2230,Rampart,3101 3401 3701 0605 3003 3027 1218,99,M,H,STREET,ALVARADO,8TH,"(34.0549, -118.2778)"
09/14/2020,09/14/2020,210,Hollywood,3027 3009 3035 3037 3101 3401 3701 4027,34,M,H,STREET,SUNSET                       BL,WILCOX                       AV,"(34.098, -118.331)"
09/18/2020,09/17/2020,2210,Southeast,4025 3037 3003 3027 3101 3501,31,M,H,STREET,CENTURY                      BL,CLOVIS                       AV,"(33.9457, -118.2565)"
09/19/2020,09/18/2020,2305,Olympic,3011 3027 3034 3037 3101 3401 3701 4027,19,,,STREET,BEVERLY                      BL,IRVING                       BL,"(34.0762, -118.3185)"
09/20/2020,09/20/2020,317,Southwest,4025 3037 3011 3027 3101 3601,25,M,B,STREET,MARTIN LUTHER KING JR        BL,CRENSHAW                     BL,"(34.0109, -118.3351)"
09/21/2020,09/21/2020,1425,Northeast,0605 3101 3401 3701 3011 3027 3036,67,M,H,STREET,CARLOTA                      ST,AVENUE 40,"(34.0904, -118.2076)"
09/23/2020,09/23/2020,347,Newton,3101 3401 3701 0605 3006 3027,45,F,H,STREET,AVALON                       BL,41ST                         ST,"(34.0035, -118.2691)"
09/23/2020,09/23/2020,440,Rampart,0605 3101 3401 3701 3027 1218 3036 3003,72,M,H,STREET,ALVARADO                     ST,8TH                          ST,"(34.0549, -118.2778)"
09/24/2020,09/24/2020,230,Newton,3027 4027 3003 3036 3101 3401 3701 0605,55,F,B,STREET,COMPTON                      AV,52ND                         ST,"(33.9957, -118.2478)"
09/26/2020,09/25/2020,1908,77th Street,3004 3601 3027 1402,58,F,H,STREET,HOOVER                       ST,54TH                         ST,"(33.9933, -118.2871)"
09/26/2020,09/26/2020,1444,N Hollywood,4026 3027 3014 3037 3034 3101,43,M,O,STREET,TUJUNGA                      AV,SARAH                        ST,"(34.1537, -118.379)"
09/27/2020,09/27/2020,200,Southeast,4025 3037 3004 3027 3101,30,F,H,STREET,VERMONT                      AV,104TH                        PL,"(33.9415, -118.2916)"
09/28/2020,09/27/2020,1940,Central,0605 3101 3401 3701 3003 3029 3036 3027 1218,50,M,B,STREET,CENTRAL                      AV,4TH                          ST,"(34.0438, -118.2397)"
09/27/2020,09/27/2020,2045,Central,0605 3027 4001 3101 3401 3701 3003 1218,65,M,B,STREET,FIGUEROA,VENICE,"(34.0372, -118.27)"
10/22/2020,09/27/2020,2258,Olympic,3003 3027 3029,24,M,B,ALLEY,VERMONT                      AV,COUNCIL                      ST,"(34.0745, -118.2917)"
09/28/2020,09/28/2020,205,Olympic,3027 3011 3034 3037 3101 3401 3701 4027,99,F,W,STREET,OLYMPIC                      BL,BERENDO                      AV,"(34.0527, -118.2937)"
09/29/2020,09/28/2020,2250,77th Street,3009 3101 4025 3037 3027,43,M,H,STREET,FLORENCE                     AV,BRYNHURST                    AV,"(33.9745, -118.3341)"
10/01/2020,10/01/2020,110,77th Street,3601 3027 4025 3036 3004 3101,19,F,B,STREET,SLAUSON,NORMANDIE,"(33.9891, -118.3002)"
10/02/2020,10/02/2020,615,Southeast,3501 3601 4025 3036 3003 3027 3101,49,F,H,STREET,103RD                        ST,COMPTON                      AV,"(33.9432, -118.2462)"
10/04/2020,10/03/2020,2010,Pacific,3003 3027 3035 3037 3101 3401 3701 4027,24,M,O,STREET,WASHINGTON                   BL,BEACH                        AV,"(33.983, -118.4604)"
10/08/2020,10/07/2020,1930,Southwest,3501 3601 4025 3027 3036 3003 3101,66,F,H,STREET,CRENSHAW                     BL,MARTIN LUTHER KING JR        BL,"(34.0109, -118.3351)"
10/08/2020,10/08/2020,300,Southeast,1402 4025 3037 3003 3027 3029 3101 3501 3601,22,F,W,STREET,AVALON                       BL,108TH                        ST,"(33.9383, -118.2652)"
10/09/2020,10/09/2020,1255,Mission,3015 3027 3602 3037 3101 4026,29,M,H,STREET,COBALT                       ST,BRADLEY                      AV,"(34.3104, -118.4661)"
10/10/2020,10/09/2020,2240,Southwest,4025 0101 3101 3037 3003 3027 3501 3601,55,M,B,STREET,WESTERN,36TH                         ST,"(34.0228, -118.3089)"
10/10/2020,10/10/2020,15,Hollenbeck,3027 0605 3101 3401 3701 3011 3034,18,M,W,STREET,AVENUE 19                    AV,BROADWAY,"(34.0737, -118.2223)"
10/11/2020,10/10/2020,1955,West LA,3004 3027 3034 3037 3101 3401 3701 4027,26,F,H,STREET,SUNSET                       BL,MAPLETON                     DR,"(34.0826, -118.4327)"
10/12/2020,10/11/2020,1945,N Hollywood,1218 3501 3008 3027 3037 3101 4026,34,F,O,STREET,COLDWATER CA                 AV,HAMLIN                       ST,"(34.1936, -118.4166)"
10/12/2020,10/12/2020,525,Devonshire,3003 3027 3029 3037 1218 3101 4026,70,M,B,STREET,TOPANGA CANYON               BL,OLD SANTA SU,"(34.2661, -118.6153)"
10/12/2020,10/12/2020,1100,Hollywood,3004 3035 3036 3101 3401 3701 4027 3027,41,M,H,STREET,HIGHLAND                     AV,SUNSET                       BL,"(34.098, -118.3387)"
10/13/2020,10/13/2020,1445,Harbor,3037 3003 3101 4025 3601 3027,73,M,W,STREET,PACIFIC                      AV,22ND                         ST,"(33.7243, -118.288)"
10/15/2020,10/14/2020,1855,Southwest,3501 4025 3037 3003 3101 3027,71,M,B,STREET,MARTIN LUTHER KING JR,VAN NESS,"(34.0108, -118.3171)"
10/15/2020,10/15/2020,849,Rampart,3027 3101 3401 3701 0605 3003 3036,60,M,H,STREET,3RD                          ST,UNION                        AV,"(34.0606, -118.2672)"
10/18/2020,10/17/2020,1910,Newton,4024 0605 3101 3401 3701 3009 3027,49,M,B,STREET,BROADWAY,SLAUSON,"(33.9892, -118.2783)"
10/19/2020,10/19/2020,1203,Topanga,3008 3027 3036 3101 4026,64,M,W,STREET,DE SOTO                      AV,HART                         ST,"(34.1974, -118.5884)"
10/22/2020,10/21/2020,1830,Harbor,4025 3036 3101 3601 3009 3027,51,M,H,STREET,NORMANDIE,252ND                        ST,"(33.7958, -118.2975)"
06/22/2021,10/21/2020,2315,Newton,0605 3101 3401 3701 4024 3003 3036 3029 3033 3027,35,M,H,STREET,55TH                         ST,ALAMEDA                      ST,"(33.993, -118.2382)"
10/22/2020,10/22/2020,1945,Hollenbeck,3027 0605 3101 3401 3701 3003 3029,75,M,H,STREET,BULLARD,ALHAMBRA,"(34.0783, -118.1674)"
10/26/2020,10/25/2020,1845,Hollenbeck,1402 0605 3003 3027 3029 3101 3401 3701 4024,72,F,O,STREET,DARWIN,GATES,"(34.0677, -118.2064)"
10/26/2020,10/26/2020,155,Mission,3003 3027 3038 3101 4026 1218 3037,35,F,H,STREET,SEPULVEDA                    BL,LANARK                       ST,"(34.2181, -118.4664)"
10/27/2020,10/26/2020,2000,Mission,3013 3027 3037 3101 4026 3602,37,F,H,STREET,RINALDI                      ST,LEV                          AV,"(34.279, -118.4609)"
10/28/2020,10/28/2020,545,Central,3027 1218 0605 4024 3101 3401 3701 3003 3036,66,M,W,STREET,BROADWAY,COLLEGE                      ST,"(34.064, -118.2375)"
10/29/2020,10/28/2020,1845,Newton,0605 3101 3401 3701 4024 3004 3027 3034 3036,21,M,B,STREET,AVALON,GAGE,"(33.9825, -118.2652)"
10/30/2020,10/29/2020,2155,Harbor,4025 3037 3003 3029 3101 3027,18,M,B,STREET,13TH                         ST,PARKER                       ST,"(33.7325, -118.2957)"
10/30/2020,10/29/2020,2340,77th Street,3003 4025 3037 3027 3101,26,F,B,STREET,WESTERN,75TH,"(33.9718, -118.309)"
11/01/2020,10/31/2020,1950,Devonshire,4026 3027 3004 3037 3101 3602,47,M,H,STREET,BALBOA                       BL,NAPA                         ST,"(34.2267, -118.5026)"
11/03/2020,11/02/2020,2240,77th Street,1402 3009 3601 4025 3037 3027 3029 3101,55,M,B,STREET,SLAUSON                      AV,VICTORIA,"(33.989, -118.3322)"
11/05/2020,11/05/2020,1630,Harbor,4025 3037 3008 3027 3101,39,M,H,STREET,WILMINGTON                   BL,CHANDLER                     ST,"(33.7961, -118.2752)"
11/08/2020,11/08/2020,1410,Northeast,3027 3701 0605 3101 3401 4024 3003,74,M,H,STREET,FIGUEROA                     ST,MERIDIAN                     ST,"(34.1202, -118.1837)"
11/09/2020,11/08/2020,2210,West Valley,3004 3602 3027 3036 3101 3034 4026,22,M,H,STREET,BALBOA                       BL,SHERMAN                      WY,"(34.2011, -118.5011)"
11/12/2020,11/11/2020,1850,Mission,3027 4026 3003 3036 3101 3033,23,M,H,STREET,POLK                         ST,NORRIS                       AV,"(34.3039, -118.4539)"
11/12/2020,11/11/2020,2030,N Hollywood,4026 3027 3003 3037 3033 3602 3101,51,F,H,STREET,VINELAND                     AV,CALVERT                      ST,"(34.1812, -118.3703)"
11/12/2020,11/12/2020,5,Southwest,3601 4025 3037 3027 3101 3034 3011,42,M,B,STREET,S  FIGUEROA                     ST,W  37TH                         PL,"(34.0176, -118.2827)"
11/15/2020,11/15/2020,445,Harbor,3501 1218 4025 3037 3003 3027 3101,30,M,W,STREET,ANAHEIM                      ST,MAR VISTA                    AV,"(33.7792, -118.2774)"
11/15/2020,11/15/2020,655,Central,3003 3027 3101 3401 3701 1218 3036,70,M,B,STREET,W  7TH                          ST,S  BROADWAY,"(34.0452, -118.2533)"
